UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
3976,48928,"Euless, TX",16-03-2020,Consumer-debt holding organizations: Debt Relief for American households impacted by COVID-19 response - Sign the Petition! https://t.co/r6fjiK6Xxh via @Change,Negative
3977,48929,,16-03-2020,"Taken by Henk Zwoferink on Saturday in Wörgl, our black beauty hauled a train bringing the last tourists home. Our colleagues are #workinghard to keep supply chains running while respecting the measures to ensure everyone's #safety. A pleasure to work with such #DedicatedPeople! https://t.co/EoXT7Q43ZB",Extremely Positive
3978,48930,"Philadelphia, PA",16-03-2020,Is it safe to work here amid coronavirus? https://t.co/hmqwl0JCo8 via @phillyinquirer,Positive
3979,48931,"Oxford, OH",16-03-2020,Americans Stock Up On Food as COVID-19 Concerns Rise. the only thing i bought on this list is a few extra boxes of pasta...https://t.co/C0z5g5aTmj,Neutral
3980,48932,"New York, NY",16-03-2020,@Nordstrom Rack stores making efforts in Washington St market to drive store sales this weekend $JWN #retail #retailapocalypse2020 #coronavirus #retailnews https://t.co/9dfkB2NuCr,Neutral
3981,48933,Worldwide,16-03-2020,How to Avoid Coronavirus Phishing Scams - Consumer Reports https://t.co/D166pdSHLM #covid-19 #Coronavirus #coronavirus #Coronavirusupdate #Coronapocolypse,Extremely Negative
3982,48934,"Cleveland, OH",16-03-2020,If you have any updates from grocery stores or any shopping experiences from this weekend or today....let us know! Which store still has what in stock? What are they out of?? #COVID19 #Coronavirus #LOTL,Neutral
3983,48935,Malaysia,16-03-2020,"My colleague texts me at 8pm to ask if I need anything from the supermarket.

Me: could you buy me 2 cartons of unsweetened almond milk ?

I try to convince myself I'm not millennial material and I say sh*t like this 

#COVID2019",Positive
3984,48936,India,16-03-2020,"Stock market corrections
Currency rate corrections
Oil prices corrections
Interest rate changes
Currency rate fluctuations

#coronavirus #covid2019 #coronavirusindia is a LIFESTYLE CORRECTION

Wisdom is in collectiveness
Respect nature for it to reciprocate
No one is above other",Extremely Positive
3985,48937,United States,16-03-2020,@olson_jessie @NashTerrance @MccrorieJim @ArmyVet1775 @rogerscarmen @AliM20698746 @jimbo_always @bill_wrights @ddcampassr @JewelsJones1 @real_pat_henry @WeSeeYouWeKnow @____54_____ @RandallKraft @DatoFreddy @LennyInnecken6 @SanMateogirl11 @brandyls76 @Spa,Neutral
3986,48938,"Ohio, USA",16-03-2020,"Casper Provides Business Update On COVID-19 - https://t.co/ZS6NpEF9Vz YORK--(BUSINESS WIRE)--Casper Sleep Inc. (Casper or the Company) (NYSE: CSPR) today provided an update on its North America retail store operations in response to the continued spread of COVID-19.

In l... https://t.co/0oAHf51FtI",Neutral
3987,48939,Italy,16-03-2020,Left supermarket Right supermarket Now take a guess which country the press calls hysterical dysfunctional 19,Neutral
3988,48940,"Kent, UK",16-03-2020,When panic buying(thanks to the media) think of the elderly or those with disabilities who cant get out to buy food and essentials. #covid?19uk  #coronavirus #panicshopping https://t.co/1iAwpNs096,Negative
3989,48941,London | New York | Munich,16-03-2020,"""I already stocked up on food. Ammo was just the next step."" 

Sorry America, you can't shoot your way out of #coronavirus 

https://t.co/VnVJKDkBxM",Negative
3990,48942,"West Hollywood, CA",16-03-2020,"Why dont we make most grocery stores pickup only for the next few weeks? Would reduce crowding, panic buying, contamination, strain on workers. @Google could help build an app in a day. Open each store for 2 hrs for seniors who might be less tech savvy. #COVID2019 #Coronavirus",Negative
3991,48943,"Fujairah, UAE.",16-03-2020,"Joining hands with the UAE's efforts to contain the spread of the coronavirus (COVID-19) and considering the well-being of our mall visitors and community, gym, play areas &amp; amusement centres will stay closed.

LuLu Hypermarket and other stores are operating in routine. https://t.co/SVOTBu6ZNu",Extremely Positive
3992,48944,OnTheEdgeSEMelbourne,16-03-2020,Given restrictions around COVID 19 FIC will be postponed til 17 18 Nov Interest in food security is increasing amp we ll be meeting the demand for thought provoking discussions examining food issues experienced during the epidemic amp those we re likely to experience going forward,Positive
3993,48945,somewhere windy,16-03-2020,When people that were out here not taking COVID-19 serious get stuck indoors with no food because they decided it wasnt necessary to stock up &gt;&gt;&gt;&gt; ????,Positive
3994,48946,"Las Vegas, NV",16-03-2020,"@SarahHollenbeck @MyClearwater @abcactionnews But I kept hearing it was all the #boomers gonna travel on ""cheap flights"" and infect y'all. Meanwhile majority of Boomers are hunkered down at home afraid to go to grocery store! 
#COVID2019 
#SocialDista",Neutral
3995,48947,Commonwealth of Massachusetts,16-03-2020,"&gt;@MassGovernor announces $10M loan fund administered by @MassGCC to provide financial relief up to $75k to MA-based businesses, including nonprofits, with &lt;50 full- &amp; part-time employees impacted by #COVID19. #MAbiz

Release: https://t.co/nxrDH25i8r
Apply: https://t.co/w2VJdOwRcg https://t.co/sP6sTraxLQ",Extremely Positive
3996,48948,"Dallas, TX",16-03-2020,"All the pasta, pasta sauce and pizza were sold out at the grocery store. Did everyone in Dallas become Italian grandmas? #Dallas #coronapocolypse #COVID2019",Neutral
3997,48949,USA,16-03-2020,"DO NOT PANIC. DO NOT FEAR. 
Fear Is the Mind Killer
The pres. is WORKING WITH the private sector to ensure EVERYONE has access to food &amp; supplies. Turn off the CNN.
Resist herd mentality.
#CoronavirusPandemic #coronavirus #coronapocolypse 
(hea!th) 
https://t.co/1Hw3xzvkS5",Extremely Positive
3998,48950,"Cambridge, MA",16-03-2020,Our retail store will be closed through the end of March. We are doing this to keep our staff and customers safe during the COVID-19 crisis. We WILL continue to fulfill and ship out orders placed online. Pickups will not be available until we return to regular hours. https://t.co/h1DQBiPbuB,Positive
3999,48951,USA,16-03-2020,@drsanjaygupta @JohnBerman @NewDay all major businesses Trump touted saying they have supplies. Not really. Online ordering=no critical supplies avail. Online shopping is best for #SocialDistancing. Need help in that arena. Supplies via online. #coronavir,Positive
4000,48952,,16-03-2020,"Hearing from multiple sources that a mandatory quarantine is coming this week for US citizens. 

Last chance to stock up on food &amp; supplies. 

Take this as a warning before its too late! 

#CoronaVirusUpdates #CoronaVirus",Neutral
4001,48953,"Arenys de Mar, Països Catalans",16-03-2020,"Stock Drops Amid the COVID-19 Outbreak  Here's the latest on the extent of the damage for the share prices for several key companies in «IT, Tech &amp; Media», «Auto &amp; Transportation», «Travel, Retail &amp; Consumer Goods», and «Banking &amp; Finances». Opportunities for investing!
#COVID19 https://t.co/TpNFuLALld",Positive
4002,48954,,16-03-2020,A lot of us are going into self isolation this week. I thought this was a useful article on staying sane and happy. #covid?19 https://t.co/aQ5D8kPee9,Positive
4003,48955,Malaysia,16-03-2020,"Panic buying in Malaysia escalated today following rumours of an impending lockdown.

The Ministry of Domestic Trade and Consumer Affairs have warned people not to spread fake news on Covid-19.

(?: Farhan Yusoff &amp; Shafwan Zaidon)
#covid19 #panic #buying #groceries https://t.co/DDHeM1TGvW",Negative
4004,48956,,16-03-2020,"With the increasingly global spread of COVID-19, the masses are beginning to panic and grocery stores are becoming increasingly chaotic. The animalistic nature of survival has kicked in and individuals are starting to hoard supplies.

#cct320

https://t.co/yQvCkAz4r4",Extremely Negative
4005,48957,,16-03-2020,"Its Panic Foraging or Street Food  - Saffron Flapjack, The Nose's Food and Drink writer has more than usual to say, and includes a recipe

#manchestereveningnose #saffronflapjack #panicforage #panicforaging #covid19 #coronavirus https://t.co/4h4lh9UCl5 https://t.co/2RGz7cv5TG",Negative
4006,48958,"Virginia, USA",16-03-2020,An important update for our fans regarding COVID-19 and our retail store in Occoquan. #mandrilltoys #covid19 #coronavirus https://t.co/oPBmwc1qI1,Positive
4007,48959,"Arlington, VA",16-03-2020,"Pregnant women should make sure their vaccinations are up to date, wash their hands frequently, stay away from people who are coughing, &amp; protect their health in other common-sense ways. - @DrGuptaMD, March of Dimes Chief Medical &amp; Health Officer. #covid19 https://t.co/BVNdOjRZzl",Positive
4008,48960,"Arizona, USA",16-03-2020,How about free delivery and no service fee for seniors ordering online?&gt;&gt;&gt;&gt;&gt;&gt; La Habra supermarket offers special hours for shoppers 65 and older amid COVID-19 crisis https://t.co/4wQE7vzr3M,Extremely Positive
4009,48961,"Bowie, MD",16-03-2020,"Next time you go to the grocery store, purchase food from the colors of the rainbow. Boost your #immunesystem 
? FOOD IS MEDICINE ? #immunesupport fight the #coronavirus #covid_19 https://t.co/1oXK9TGZFm",Neutral
4010,48962,,16-03-2020,Staying in due to the coronavirus?  Here's what to stock in your fridge and pantry Staying in due to the coronavirus?  Here's what to stock in your fridge and pantry #Food #coronavirus #foodshortage #foodsecurity #Stockpile     https://t.co/dPKEeIeQJq https://t.co/lGKg1wYzKg,Neutral
4011,48963,Deep in the Wildernes,16-03-2020,"@MarkHoplamazian Your letter 3/13/20 was just sad.  Your Hotel's response to covid-19 has been the worst of any vendor associated with @marchmadness No fault of the consumer, yet a room costing $2,230.58 for 4 nights, you're willing to offer 10,000 hyatt ",Extremely Negative
4012,48964,Maidenhead,16-03-2020,"Due to the #coronavirus

Panic buying has gone to new levels 

?In the USA they are buying guns to protect themselves
?In France, they are buying Pasta to ensure they have enough food 
?In the U.K. we are buying toilet rolls to ensure we can keep taking a sh*t

#coronavirusuk",Positive
4013,48965,"Montreal, QC",16-03-2020,"#Fashions #Coronavirus Collapse:
#Travel, #stockmarkets, #economic outlooks  theyre all slipping as #governments and #businesses try to get a handle on #COVID-19.
https://t.co/vEn6Jrz7mq #retail #apparel #socialdistancing #store #closures #revenues",Negative
4014,48966,"Montreal, QC",16-03-2020,#Ulta temporarily shuts down in-#store #services amid #coronavirus fears https://t.co/uPEcwUXjz5 via @RetailDive #retail #brickandmortar #cosmetics #pandemic #COVID-19,Negative
4015,48967,"Townsend, TN",16-03-2020,There will be casualties Retail store closures in the US could explode because of the from,Neutral
4016,48968,"South West, England",16-03-2020,"To 'The Stock Pilers'.. I hope you drop every fucking bog roll down the toilet, I hope all the food you bought goes off, I hope you eat that gone off food and get sick with something 10 times worse than #coronavirus . You selfish pricks. #coronapocolypse #COVID_19uk #shopping",Negative
4017,48969,Kelowna BC Tel Aviv Israel,16-03-2020,"Meanwhile In #Canada, Couple Cleans Out Entire #Meat Section Of Store! https://t.co/T897aWGGvk via @YouTube #hoarding   #coronavirus #nomestleft
#nofood
#canada
#panic",Neutral
4018,48970,Nairobi,16-03-2020,"@HeriOnlineS is with you in the fight against COVID 19 infection,

We believe in social distancing  to avoid contact.

Heri ensures you don't have to worry about your shopping do it from your safest space and we shall deliver 

https://t.co/Dm",Extremely Negative
4019,48971,,16-03-2020,The whole store was ransacked. Thank you to all the retail workers. Can't imagine the craziness you have to deal with right now. #coronavirus #panicshopping #RetailWorkers https://t.co/ovnQp051VW,Neutral
4020,48972,NoVA,16-03-2020,"Since my kid (a high schooler, btw) who is a grocery store cashier is apparently a critical infrastructure employee all of a sudden, it would be nice if the pay reflected that risk. #Covid_19",Negative
4021,48973,London,16-03-2020,UK consumers are already making small but significant changes to how they socialise and shop in response to #covid19. Full 1000-person survey results by @RetailX: https://t.co/MfRr4JVcD8 #covid19 #shopping #ecommerce #retail #socialdistance #socialdistance #socialising #uk https://t.co/FYHzGPUm6q,Positive
4022,48974,"Portland, OR",16-03-2020,This is just a way to spread mass hysteria and panic and is what leads to people buying out the shelves and causing shortages. The National Guard wont be placing a military lockdown. Should you have some extra food and supplies just in case the stores get raided? Yes. #COVID2019,Negative
4023,48975,,16-03-2020,"If you find yourself needing work, food delivery driver seems like it is going to be in high demand, considering all the states banning dinning out. #coronapocolypse #coronavirus #StayHome",Positive
4024,48976,"Buffalo, NY",16-03-2020,(1/2) Shame on @news4buffalo and @ChrisHorvatits4 for the their leading story of a Tops employee having COVID-19. The way the story lead in heavily implied a supermarket worker when it was in fact a corporate employee who had no interaction in a store with the general public.,Negative
4025,48977,"Jackson Heights, NY",16-03-2020,"#DTC brands have been looking toward brick and mortar #stores as a way to facilitate growth, but because of #coronavirus, thats changing - https://t.co/5vufzrkiJg",Positive
4026,48978,,16-03-2020,@NEWS1130 One question I have. What happens now since most of the manufactures have closed down their plants during Covid 19 shutdowns and many aren't making any food in plants during the shut down. How will grocery stores get new stock ??,Neutral
4027,48979,South Africa,16-03-2020,Nothing beats classic food on wheels. You can now get the Big Mac Meal from McDonalds for only R30 when you order via UberEats App ? Promo Code: BIGMACZA. T&amp;Cs Apply.,Neutral
4028,48980,"Missouri, USA",16-03-2020,"Hyvee always thanks its shoppers for shopping. Hyvee, Sunday, March, 15, 2020, in Blue Springs, Missouri. However, as COVID-19 develops will shoppers begin to take advantage of online and delivery forms of obtaining their every day needs? https://t.co/yKgrv3vBPQ",Positive
4029,48981,,16-03-2020,@ASDA @Tesco @Morrisons @sainsburys dont you think its about time you reduce your minimum online shopping basket from £40 as you dont have the product in stock that people need. I think you forgot about us single disabled people. Put your customers,Neutral
4030,48982,,16-03-2020,Wish I was physic so I could have predicted how much sanitizer and toilet paper I would need before this got real.  #stopPanicBuying #coronavirus,Positive
4031,48983,"Toronto, Ontario",16-03-2020,"Between US air strikes and the #COVID_19 crisis, the Iraqi government may find itself dealing with its greatest governance challenge since the 2014 ISIS invasion. @MiddleEastEye https://t.co/DVthW3RTRj",Negative
4032,48984,ISB || DXB || HANOVER || MAN ,16-03-2020,"@dcislamabad D.WATSON F10! They are selling masks on high prices and not providing any bill/receipt.
#coronavirusinpakistan #CoronavirusOutbreak #COVID2019",Neutral
4033,48985,"Florida, USA",16-03-2020,No toilet paper at my local grocery store for almost a week now?!! What is the real crisis in south Florida ?  #toiletpaper? Or the #coronavirus? https://t.co/PPlOCvB8To,Extremely Negative
4034,48986,"California, USA",16-03-2020,With the Coronavirus going out and shopping for groceries might not be the best Check out this list of great online alternatives that deliver right to your door,Positive
4035,48987,"San Diego, CA",16-03-2020,"What's a good way to support grocery store, medical, and hospital staff during this time? I would normally think of something along the lines of ordering everyone pizza, but that doesn't seem like a great idea about now... #COVID2019 #COVID19 #COVID?19",Extremely Positive
4036,48988,Global newsroom,16-03-2020,The rapid spread of #COVID19 leaves the fate of many announced consumer #MnA deals in jeopardy as the public markets fluctuate and consumers are encouraged to avoid places of public gathering. https://t.co/fNktRdwDp0,Negative
4037,48989,,16-03-2020,"@AirenAngel_10 madam baka di nyo naranasan ang ""no work no pay"" or isang kahig isang tuka, thats why someone still trying to go to work. Realizing not all can have at least one week of food stock. Hoping covid-19 will leave our country...",Negative
4038,48990,Right behind you :),16-03-2020,Please read this thread,Positive
4039,48991,An Uber Away,16-03-2020,"Given the self centred &amp; aggressive behaviour seen in the streets and grocery store aisles of Australia, Im thrilled were not at war or under immediate threat.

Peoples true selves emerge in times of stress &amp; pressure failing my previous lax standards

#CoronaVirus #COVID19Aus",Negative
4040,48992,Peterborough,16-03-2020,"Well now im actually starting to worry! Online food shop... Nothing is in stock. 

Bread ?
Pasta ?
Fruit ?
Veg ?
Milk ?

What the hell we going to eat!? So far I have some cheese and coffee! #coronavirus #coronapocolypse",Extremely Negative
4041,48993,"Chicago, IL",16-03-2020,"Good read for those worried about or participating in grocery store runs during #coronavirus. In an era of lean, it's difficult to accommodate huge discrete surges in demand at stores, but the supply chain is still strong. via @nytimes :  https://t.co/6Tt8TQL1SD",Extremely Positive
4042,48994,Chicago,16-03-2020,"In an unprecedented move for US retailers, many are opting to indefinitely shut their doors to prevent the spread of the novel #coronavirus in the US. Others like Walmart are reducing their hours. #retail  https://t.co/6S6KGQbT6B",Positive
4043,48995,"Orlando, Fl",16-03-2020,FL Agriculture Commissioner and the FL Dept of Agriculture &amp; Consumer Svcs announced theyve activated their Summer BreakSpot website where families can find free meals for children under 18 during the Corona virus closures. https://t.co/ASA2GrkFKr #CoronaVirus #COVID19 https://t.co/IqwHVHO20f,Positive
4044,48996,New York City - Philippines,16-03-2020,Just got home from the supermarket. Panic buying is real. And it was in the middle of the afternoon. Bet the queues will be longer after work hours ? #COVID2019 #COVID?19,Negative
4045,48997,"LDN, CHI, SHG & worldwide",16-03-2020,"Learn how US consumers and industries including food and drink, beauty, retail, and health and wellness are reacting to the #COVID19 pandemic: https://t.co/0CScQX1NZ5 #marketresearch #consumerinsights",Extremely Positive
4046,48998,"Nairobi, Kenya",16-03-2020,please help us stock some food coz we are in danger of this near by crisis of covid 19 which is now in our neighbouring country Kenya though we are just requesting to anyone who can manage to help us with anything small coz we want to stock food at the orphanage,Negative
4047,48999,out of this world,16-03-2020,"Told my employer I wasnt going to work tonight because I didnt want to risk bringing COVID-19 home to my family.
I work in a retail store that isnt taking precautions and has customers coming from areas with confirmed cases.

Employer said: We need you, were short tonight.",Negative
4048,49000,"London, England",16-03-2020,"#French President Emmanuel Macron has imposed a two-week lockdown, declaring a war on #coronavirus; cancelled municipal elections,,citizens have been ordered to stay home and will only be allowed out for essential duties such as trips to the grocery store or pharmacy!  ?",Extremely Negative
4049,49001,Dublin-Gray-Gordon-Houston Co-Statesboro-Brooklet,16-03-2020,"Tips to Stay Fraud Free During COVID-19 Attempts! 

For more information from the Federal Trade Commission, visit https://t.co/Kr5zTEJFgG https://t.co/SMivHMt66m",Negative
4050,49002,"Mojave Desert, United States",16-03-2020,"Since I am not religious anything, going to the supermarket is like finding out who's God's children.  

The children clearing out the water and toilet paper off every shelf in a COVID-19 world.  

It's like they want to kill the rest of us.  

They're winning the Hunger Games.",Positive
4051,49003,"Mojave Desert, United States",16-03-2020,"Going to the supermarket means being vulnerable to crowds of over 50 to 200 people.

Trendies going to Costco and Sam's Club places is going to multiply that by a lot more.  

This is a COVID-19 megachurch zombie shopping panic. 

They're allowed to shop, don't care if you die.",Extremely Negative
4052,49004,"Sandy, UT",16-03-2020,"Mountain America members, if you've been financially impacted by COVID-19, @mountainamericacu may have loan relief options to help you with your unique situation. Visit https://t.co/zXGHDe3rTx to learn more. https://t.co/vbBEdG864U",Extremely Positive
4053,49005,"Granby, Colorado",16-03-2020,"MPE prepared to continue providing safe and reliable electric service, adopts COVID-19 consumer and employee safety measures. READ MORE: https://t.co/eXnYpE4gEx https://t.co/GnjqUgg05t",Extremely Positive
4054,49006,Lurking,16-03-2020,Binge shopping online #QuarantineLife #coronavirus,Neutral
4055,49007,Toronto,16-03-2020,For a long time we could only dream of what Reid s Distillery would look like It s hard to overstate the impact of COVID 19 on us and all the other small businesses The best ways to support is to enjoy Reid s Gin at home Our retail store is now open everyday 11AM 11PM,Extremely Positive
4056,49008,Italy,16-03-2020,5 ways coronavirus is changing millennials' money habits more than any other generation https://t.co/7H1zK1rrCX noi paghiamo con carta credito o con #satispay #coronavirus  (molti acquisti online),Neutral
4057,49009,"Arizona, USA",16-03-2020,"Im getting personal... Im not one to allow this #coronavirus hysteria panic or change my home life. So I went to the grocery store to do my normal shopping and Im beyond disappointed in humanity.

Please stop and think.",Extremely Negative
4058,49010,"Fairfax, Virginia",16-03-2020,"""The panic shopping for #coronavirus planning doesnt end with food, water and toilet paper. Some consumers are also panic shopping for life insurance.""

#StayInformed #StayConnected #NAILBA2020

https://t.co/maT278EOxx",Extremely Negative
4059,49011,,16-03-2020,@no_silenced  hello brother's and sister's let's connect hands and support those children's stock food at the orphanage mainly because we are afraid of the covid 19 crisis which is taking place on our neighbouring countries Kenya and DRC Congo please help,Positive
4060,49012,"New York, NY",16-03-2020,Social distancing to prevent the spread of coronavirus could have devastating effect on people with depression. https://t.co/rlJ1MaaxgI,Extremely Negative
4061,49013,Australia,16-03-2020,"Woolworths to give elderly, disabled dedicated shopping hours amid COVID-19 outbreak #COVID?19 #coronavirus #zakat https://t.co/lPSQj06t3T",Positive
4062,49014,Sydney,16-03-2020,"A man yelled at me at the supermarket today for buying yucky garlic from China and not Australian garlic. 

Soo... hes a xenophobe who either really loves Australian commerce or think covid 19 is spread through garlic?",Positive
4063,49015,"Lahore, Pakistan",16-03-2020,"Due to fear of #COVID2019 people have started hoarding items of daily use. This will impact the regular level of supply in markets , if these commodities will disappear from markets it will create shortage and prices will go up. Then people will start cursing government.",Extremely Negative
4064,49016,"Los Angeles, CA",16-03-2020,Northgate Market is allowing Seniors to shop first before they open to the public! Details here! --&gt; https://t.co/SP21HGAlpY https://t.co/kjzApOAFJ2,Positive
4065,49017,"Melbourne, FL",16-03-2020,"people are dying from covid-19 but people will also be dying when they cant afford where they live and when they cant afford food for their children, let alone themselves. People deserve to be able to not panic at the thought of the nation going to shit. People deserve to live.",Negative
4066,49018,"Vail, CO",16-03-2020,"Apparently everyone else feels the same way I do about Daves Killer Bread... ?

#bread #coronavirus #covid-19 #stockup #davesbread https://t.co/Fz1EorNgHS https://t.co/vWQgAOv2vw",Extremely Negative
4067,49019,,16-03-2020,"Korea - 8200++ Covid-19 cases 
Malaysia - 550++ Covid-19 cases 

yet, Korea's supermarket never out of stock while Malaysia.....empty shelf here and there. The government should totally consider on limiting some necessity goods to every consumer in the market.",Negative
4068,49020,Shanghai,16-03-2020,".#Amazon says the #coronavirus outbreak has caused a surge in online shopping, and now the online giant is adding 100,000 new full-time and part-time positions across the United States to keep up with the demand, reported CNN. https://t.co/qUggNX1ldf",Positive
4069,49021,"Orange County, CA",16-03-2020,Consumer response to #cannabisindustry during #covid-19. Most importantly there is a prioritizing of medical marijuana patients https://t.co/7DnW0vZeya,Positive
4070,49022,"Kuala Lumpur City, Kuala Lumpu",16-03-2020,Got to the grocery store amp had to call my wife Which bread did you want me to grab,Positive
4071,49023,"Rangia, Assam, India",16-03-2020,"What #CONVID19 safety measures r being taken by online shopping companies &amp; their courier partners @amazonIN @Flipkart etc?
 I fear that shopping packages which travel vast distances through flights/trains &amp; r handled by many along d way can b potential #coronavirus carriers??",Negative
4072,49024,"Media City, Salford",16-03-2020,"To the shops hiking up prices shame on you! I don't mean people cashing in on eBay etc I mean actual local shops increasing prices of meat, rice etc..I thought we were all trying to get through this together?! Ridiculous ? #coronavirus",Extremely Negative
4073,49025,"Gombak,Selangor",16-03-2020,"https://t.co/UpjxfOgQs8

Gaisss! Please read this,and please limit yourself to go outside and please,please..always wash your hands,always use the hand sanitizer. 

And please get ready to stock up the food.",Extremely Positive
4074,49026,,16-03-2020,"COVID-19 is impacting supply chain, trade, the workforce and so much more. Check out our @PwC guide on what business leaders should know. Find it here: https://t.co/8LJ4aXcZcg https://t.co/NDKIeakYp2",Neutral
4075,49027,,16-03-2020,"For the love people 
If you have to return something to a store. Please let it wait for after the #coronavirus . retail stores are barely making it as it is, please don't add to the stress of the managers by returning everything in this troubling time",Positive
4076,49028,"Princeton, NJ",16-03-2020,"We'll be tracking the effect of #coronavirus on the #retail industry every step of the way. Read our first #COVID19 blog and stay tuned for updates every Monday, Wednesday, and Friday! https://t.co/QxVKFGS4th #DigitalMarketing",Neutral
4077,49029,"Orlando, FL",16-03-2020,Consumer Alert: Be aware of bogus COVID-19 home test kits - https://t.co/LiDFrOXWzL #COVID19 #Coronavirus #news965 #wdbo https://t.co/VdHP3oJg0z,Positive
4078,49030,On Your Timeline,16-03-2020,"@Amazon says it needs to hire 100,000 people across the U.S. to keep up with a crush of orders as the #coronavirus spreads and keeps more people at home, shopping online. https://t.co/YE2DB6demN (via@ABC) #jobs #hiring",Negative
4079,49031,Global,16-03-2020,"Covid-19:  No need for panic buying, food available at all times  PM assures - https://t.co/Aw9tEk4hgm https://t.co/loCVUacyDO",Negative
4080,49032,"San Francisco, CA",16-03-2020,"#stopthespread ""Research has shown that the faster authorities moved to implement the kinds of #socialdistancing measures designed to slow the transmission of disease, the more lives were saved."" Great read via @NPR ?? https://t.co/0QcNWNSwgm",Extremely Positive
4081,49033,"Denver, CO",16-03-2020,"It amazes me...I go to the supermarket and everything is gone, people are panic buying, yet not one single person was wearing a facemask. Buying 200 rolls of toilet paper won't prevent you from catching #COVID2019. Take proper precautions and stay safe. https://t.co/lNoF0xfsx4",Extremely Positive
4082,49034,"Tara Hills, CA",16-03-2020,Most of us will get covid-19 in a supermarket. #letspanic,Neutral
4083,49035,Tennessee ,16-03-2020,Going to the grocery store made me panic more than anything. The scarcity of resources. We do not need to hoard food like this. I saw a woman with 9 gallons of milk in her buggy. The eggs were gone. Bread aisle was demolished. #CoronavirusOutbreak #coronavirus #coronapocolypse,Negative
4084,49036,"16 Greevegate, Hunstanton",16-03-2020,"This is worth reading! Hopefully if nothing else the public might wish to consider shopping more locally in the future. That is of course if shops like us survive! 
https://t.co/Cn9o6qkZFo",Extremely Positive
4085,49037,"North Wales, UK",16-03-2020,"Needless to say, this caused some strong feelings ? #coronavirus #covid19 #supermarkets #food #shopping https://t.co/Zo5aG4jSHQ",Positive
4086,49038,,16-03-2020,"San Francsisco mayor London Breed is about to announce a lockdown that will last until April 7
People will not be allowed to leave home after midnight on Tuesday for anything but doctors visits or grocery store shops 
https://t.co/zQu0sH8JKB
#Q22 #CoronaVirus",Neutral
4087,49039,"New York, NY",16-03-2020,"COVID-19 pandemic and plunging global financial markets drove consumer confidence today to two-year low, according to @MorningConsult survey https://t.co/L3qCsEzXAA https://t.co/C5BUrZIZun",Positive
4088,49040,"California, USA",16-03-2020,"Apple has closed all retail locations outside China until March 27th, but has reopened all 42 Apple Store locations within greater China

https://t.co/I0m2kxnkY3

#Apple #retail #AppleStore #coronavirus #health #closing #quarantine #China #GreaterChina",Positive
4089,49041,,16-03-2020,"COVID-19: No Need For Panic Buying, Food Available At All Times - PM Assures https://t.co/K2ECAO51yA",Negative
4090,49042,"Vail, CO",16-03-2020,A full grown ass woman! My county has the highest number of #coronavirus cases in Colorado.......and as a grocery store employee I HAVE TO come into work. I cant afford to take time off....my store isnt even reducing hours...so please! If you dont feel well or theres no,Negative
4091,49043,UK,16-03-2020,"Loving how quiet the Tube is atm. COVID-19 is terrible yes, but I now get a fantastic level of consumer utility for my £2.50 tube ticket.",Extremely Positive
4092,49044,"Chicago, IL",16-03-2020,On #OWHealth: Times of turmoil allow for the formation of deeper relationships between insurers and members and society at large &gt; https://t.co/531eBvhnPR #OWCovid19 #COVID19 #coronavirus https://t.co/w8Hfv7YsBX,Positive
4093,49045,"Bhubaneshwar, India",16-03-2020,"The Food Supplies and Consumer Welfare department of the Odisha government is taking effective steps to prevent black marketing and hoarding of protective masks and hand sanitizers in the State.
#Odisha #OdishaNews #OmmcomNews https://t.co/VBIqm3zp1Q",Extremely Positive
4094,49046,"Portland, Ore.",16-03-2020,"Oregon Gov. Kate Brown on Monday afternoon ordered Oregon restaurants and bars to stop all on-site dining and limit sales to takeout and delivery.
https://t.co/WR6l3TK0wp",Negative
4095,49047,Belgium,16-03-2020,#Coronavirus - #Europe calls for calm as food shortage fears spark panic buying https://t.co/8XgRaLdEs5,Negative
4096,49048,Yorkshire,16-03-2020,"When even Amazon is struggling to deliver food you know the stockpiling muppets are panic buying again.

#coronavirus #Yorkshire #UK https://t.co/Il6zWAyD6e",Extremely Negative
4097,49049,"Washington, D.C.",16-03-2020,"Anthony Fauci said that while some people may perceive the new coronavirus guidelines as inconvenient or going too far, they reflect a deteriorating assessment of the containment efforts and should be taken seriously.

""It isnt an overreaction
https://t.co/gp65SNkBiw https://t.co/oPNIGTT6Zt",Negative
4098,49050,"Washington, D.C.",16-03-2020,"BREAKING: The Centers for Disease Control recommended that Americans cancel or postpone gatherings of 50 or more people for the next eight weeks.

It's the most aggressive federal guidance issued yet in response to the coronavirus outbreak 
https://t.co/JWrEOWLadW",Negative
4099,49051,,16-03-2020,"In #Iran,prisoners were released in view of #coronavirus.In #Italy prisoners created a nuisance &amp; even burnt a prison cell after the news of a suspect of #COVID2019 in the prison.Whereas in #India,prisoners are making face masks &amp; selling them at extremely low prices.
#Bharat",Extremely Negative
4100,49052,Australia,16-03-2020,"We've updated our COVID-19 info page, including links to the latest DHS and NDIA updates, plus what we currently know about supermarket rule changes.

https://t.co/ugWNwcHnFy",Neutral
